web-scraper-order	web-scraper-start-url	问题名字	提问时间	提出的问题	提出的问题-href	name	answer
1574231693-393	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Remove multiple compiler flags for new architecture does not work	"#2850
            opened on 28 Jun by
            gbeuning"	Remove multiple compiler flags for new architecture does not work	https://github.com/open62541/open62541/issues/2850		"That could be a workaround in some cases. However if you need to (cross)compile using an older compiler that is unaware of certain flags it typically also doesn't know the 'inverse' flags...

Just for your info, following seems to work properly (CMake version 3.5.1 on Ubuntu 16.04):
GET_PROPERTY(ua_architecture_remove_definitions GLOBAL PROPERTY UA_ARCHITECTURE_REMOVE_DEFINITIONS)
if (NOT ""${ua_architecture_remove_definitions}"" STREQUAL """")
  remove_definitions(${ua_architecture_remove_definitions})
endif(NOT ""${ua_architecture_remove_definitions}"" STREQUAL """")

So remove_definitions() seems to work also with a list input."
1574231477-291	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	"#2808
            opened on 12 Jun by
            TorbenD"	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	https://github.com/open62541/open62541/issues/2808		"Assume you have three bsd files: bsd1, bsd2, bsd3

And bsd2 and bsd3 define the same datatype that relies on a type from bsd1.

bsd1: type_a
bsd2: type_b (relies on type_a)
bsd3: type_b (relies on type_a)

Does this describe the situation?"
1574231567-349	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Access control over endpoints	"#2829
            opened on 18 Jun by
            SebsSa"	Access control over endpoints	https://github.com/open62541/open62541/issues/2829	SebsSa	
1574231409-238	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Processing the message failed with error BadOutOfMemory	"#2792
            opened on 5 Jun by
            MarineKing5248"	Processing the message failed with error BadOutOfMemory	https://github.com/open62541/open62541/issues/2792	jpfr	
1574231477-286	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	"#2808
            opened on 12 Jun by
            TorbenD"	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	https://github.com/open62541/open62541/issues/2808		"Thanks for the answer.
The problem is that if the DataTypes are in both UA_DataTypeArray you get different decoding and encoding functions, but they both have the same name:
/* IdEnum */
static UA_INLINE size_t
UA_IdEnum_calcSizeBinary(const UA_IdEnum *src) {
    return UA_calcSizeBinary(src, &UA_LIFECYCLEENTRY[UA_LIFECYCLEENTRY_IDENUM]);
}
static UA_INLINE UA_StatusCode
UA_IdEnum_encodeBinary(const UA_IdEnum *src, UA_Byte **bufPos, const UA_Byte *bufEnd) {
    return UA_encodeBinary(src, &UA_LIFECYCLEENTRY[UA_LIFECYCLEENTRY_IDENUM], bufPos, &bufEnd, NULL, NULL);
}
static UA_INLINE UA_StatusCode
UA_IdEnum_decodeBinary(const UA_ByteString *src, size_t *offset, UA_IdEnum *dst) {
    return UA_decodeBinary(src, offset, dst, &UA_LIFECYCLEENTRY[UA_LIFECYCLEENTRY_IDENUM], NULL);
}

/* Identification */
static UA_INLINE size_t
UA_Identification_calcSizeBinary(const UA_Identification *src) {
    return UA_calcSizeBinary(src, &UA_LIFECYCLEENTRY[UA_LIFECYCLEENTRY_IDENTIFICATION]);
}
static UA_INLINE UA_StatusCode
UA_Identification_encodeBinary(const UA_Identification *src, UA_Byte **bufPos, const UA_Byte *bufEnd) {
    return UA_encodeBinary(src, &UA_LIFECYCLEENTRY[UA_LIFECYCLEENTRY_IDENTIFICATION], bufPos, &bufEnd, NULL, NULL);
}
static UA_INLINE UA_StatusCode
UA_Identification_decodeBinary(const UA_ByteString *src, size_t *offset, UA_Identification *dst) {
    return UA_decodeBinary(src, offset, dst, &UA_LIFECYCLEENTRY[UA_LIFECYCLEENTRY_IDENTIFICATION], NULL);
}

/* IdEnum */
static UA_INLINE size_t
UA_IdEnum_calcSizeBinary(const UA_IdEnum *src) {
    return UA_calcSizeBinary(src, &UA_IDENTIFICATION[UA_IDENTIFICATION_IDENUM]);
}
static UA_INLINE UA_StatusCode
UA_IdEnum_encodeBinary(const UA_IdEnum *src, UA_Byte **bufPos, const UA_Byte *bufEnd) {
    return UA_encodeBinary(src, &UA_IDENTIFICATION[UA_IDENTIFICATION_IDENUM], bufPos, &bufEnd, NULL, NULL);
}
static UA_INLINE UA_StatusCode
UA_IdEnum_decodeBinary(const UA_ByteString *src, size_t *offset, UA_IdEnum *dst) {
    return UA_decodeBinary(src, offset, dst, &UA_IDENTIFICATION[UA_IDENTIFICATION_IDENUM], NULL);
}

/* Identification */
static UA_INLINE size_t
UA_Identification_calcSizeBinary(const UA_Identification *src) {
    return UA_calcSizeBinary(src, &UA_IDENTIFICATION[UA_IDENTIFICATION_IDENTIFICATION]);
}
static UA_INLINE UA_StatusCode
UA_Identification_encodeBinary(const UA_Identification *src, UA_Byte **bufPos, const UA_Byte *bufEnd) {
    return UA_encodeBinary(src, &UA_IDENTIFICATION[UA_IDENTIFICATION_IDENTIFICATION], bufPos, &bufEnd, NULL, NULL);
}
static UA_INLINE UA_StatusCode
UA_Identification_decodeBinary(const UA_ByteString *src, size_t *offset, UA_Identification *dst) {
    return UA_decodeBinary(src, offset, dst, &UA_IDENTIFICATION[UA_IDENTIFICATION_IDENTIFICATION], NULL);
}

So it is not possible to load both customDataTypes"
1574231618-374	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	"#2844
            opened on 26 Jun by
            elitezhu"	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	https://github.com/open62541/open62541/issues/2844	elitezhu	
1574231391-226	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	UA_server_browse maxrefs	"#2791
            opened on 5 Jun by
            etm"	UA_server_browse maxrefs	https://github.com/open62541/open62541/issues/2791	jpfr	
1574231914-502	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Generated custom data-types inside a method call	"#2920
            opened on 24 Jul by
            starki93"	Generated custom data-types inside a method call	https://github.com/open62541/open62541/issues/2920		UA_Point *p = (UA_Point *)out.data;
1574231898-469	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893	mrburen121	
1574231800-418	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	kusumy	
1574231533-320	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		
1574231898-462	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893	mrburen121	
1574231460-264	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800		"@cpipero said:
`But in truth, a true PubSub publisher should also inform potential susbcribers/clients/configurators of its configuration. That's why we have the PubSub information model and methods.'
Let me recall a well-known definition:
Publisher-subsc"
1574231919-510	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Semantic release numbers	"#2923
            opened on 25 Jul by
            jrcoding"	Semantic release numbers	https://github.com/open62541/open62541/issues/2923	Pro	
1574231880-449	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Event-based Subscriber OPCUA pubsub	"#2890
            opened on 17 Jul by
            canadyre"	Event-based Subscriber OPCUA pubsub	https://github.com/open62541/open62541/issues/2890	canadyre	
1574231533-328	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		
1574231693-391	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Remove multiple compiler flags for new architecture does not work	"#2850
            opened on 28 Jun by
            gbeuning"	Remove multiple compiler flags for new architecture does not work	https://github.com/open62541/open62541/issues/2850	gbeuning	
1574231494-298	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	NamespaceArray looks good but Namespaces object doesn't match it	"#2810
            opened on 12 Jun by
            cpipero"	NamespaceArray looks good but Namespaces object doesn't match it	https://github.com/open62541/open62541/issues/2810		"I tried the server_ctt example (and the server_nodeset and some of the tutorials too for good measure) and things are even worse: the 1 Namespaces ` object is actually missing .

In the application we wrote, the Namespaces object does appears -- albeit missing the correct content. That's probably because we used the nodeset geenration python scripts that make explict calls to UA_Server_addNamespace() in the ua_server.c file.
For some reason, I can't replicate the same behavio using the tutorial_server_datasource.c example which makes the came calls.
Note on Compliance
As far as the specification goes (Part 5, Section 6.3.1, Table 9),  the Server object lists the Namespaces component as optional .

However, this component is much needed by the so called aggregating servers which are getting some traction these days (the one I can think of is the one that Microsoft uses for their AzureIoT stuff, and of course, we wrote our own as well)."
1574231880-453	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Event-based Subscriber OPCUA pubsub	"#2890
            opened on 17 Jul by
            canadyre"	Event-based Subscriber OPCUA pubsub	https://github.com/open62541/open62541/issues/2890	sohailmushtaq	
1574231898-470	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893	svro86	
1574231618-372	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	"#2844
            opened on 26 Jun by
            elitezhu"	"[OPCUA CLIENT]: ""UA_Client_getEndpoints""  return ""BadSecureChannelIdInvalid"""	https://github.com/open62541/open62541/issues/2844	mlgiraud	
